12,25,4.0,876521699
12,34,3.5,877533640
12,230,4.0,877531975
12,300,4.0,877531537
12,386,3.5,877534793
12,480,4.0,877531537
12,607,3.5,889651672
12,779,3.5,877533224
12,817,4.0,878142001
12,890,3.0,889652740
13,26,3.5,884127745
13,57,4.5,884128499
13,145,3.5,884125973
13,268,3.5,876042204
13,417,3.5,876042493
13,459,3.5,884130540
13,514,4.0,884130014
13,537,3.5,891825589
13,544,3.5,884130348
13,573,3.5,891825441
14,108,3.0,887730264
14,162,5.0,887736261
14,167,4.5,887737603
14,242,5.0,887736070
14,330,4.5,891036021
14,504,4.0,887730676
14,529,4.0,891035904
14,562,4.5,887730472
14,661,4.5,887736429
14,669,3.0,887734998
15,4,3.0,888104457
15,118,2.5,888082216
15,192,3.5,888082495
15,245,3.5,888082612
15,284,3.0,888103775
15,409,4.0,888103581
15,499,3.0,888082742
15,655,3.0,888082634
15,741,3.5,888103971
15,856,2.5,888103812
16,95,4.0,879467936
16,173,3.5,879483978
16,227,3.5,879468082
16,332,3.0,879466249
16,370,2.5,879485589
16,543,2.0,879544276
16,553,3.5,879467638
16,799,3.0,879468123
16,940,4.0,879466937
16,1150,3.0,879485352
17,10,4.0,879270458
17,33,4.5,879270605
17,255,4.5,879270128
17,263,4.0,879270567
17,274,4.5,879270482
17,289,4.0,879270084
17,360,4.5,879270424
17,483,4.5,879270424
17,492,4.5,879269963
17,875,3.5,879270849
18,10,3.0,879520991
18,59,3.5,879524216
18,173,3.0,879527421
18,252,2.5,879520306
18,254,2.5,879535548
18,314,2.0,879535549
18,357,3.5,879521475
18,369,2.5,879524504
18,404,3.0,879539794
18,1029,3.5,879521254
19,171,4.5,874868027
19,220,3.5,874835198
19,234,3.5,874833936
19,318,4.0,874835198
19,367,4.0,874868097
19,454,3.5,874868382
19,511,2.5,874834289
19,515,2.5,875086669
19,985,3.0,874868327
19,1012,2.5,874834184
20,20,1.5,892079237
20,33,3.5,892334713
20,35,3.5,892333653
20,252,2.5,891033393
20,291,3.0,892079585
20,330,3.5,892079040
20,338,3.5,892334543
20,471,3.0,892334976
20,653,2.5,891033627
20,796,3.5,892079722
21,50,4.5,874774575
21,88,4.0,874775262
21,93,4.0,874781742
21,154,4.5,874775038
21,159,3.5,874774719
21,317,3.5,874782190
21,348,4.5,874781407
21,539,4.5,874781407
21,583,4.0,891287008
21,1282,3.5,892564442
22,47,3.0,892738419
22,164,2.5,892738341
22,201,4.5,892738307
22,202,3.5,892738341
22,221,3.5,892738453
22,330,4.0,892738341
22,432,3.5,892738237
22,489,3.5,892738277
22,1243,3.0,892738341
22,1292,3.0,892738384
23,23,3.5,877881320
23,94,3.5,889503013
23,97,4.0,878191995
23,233,3.5,889501790
23,283,2.5,889503806
23,367,3.5,889502688
23,461,4.0,877880566
23,465,2.5,889501620
23,563,3.5,877880852
23,1358,4.0,889503013
24,159,3.5,887738226
24,161,4.0,887737243
24,203,3.5,887740099
24,239,4.0,887737837
24,268,3.0,887741329
24,285,4.0,887737997
24,331,4.0,887737760
24,459,3.5,887741003
24,541,3.5,887739095
24,720,4.5,887736408
25,33,4.0,879198482
25,54,4.0,879198354
25,69,3.5,879195062
25,106,4.0,888954170
25,310,3.5,880573288
25,312,4.0,879196298
25,314,2.5,888956901
25,369,3.0,879196748
25,481,4.0,888954699
25,1006,3.5,888956272
26,12,3.5,892429542
26,24,3.5,892431151
26,136,4.0,892429347
26,201,5.0,892430071
26,232,4.0,892429903
26,573,3.0,892432531
26,629,2.5,892432624
26,657,3.5,892433290
26,720,4.5,892428216
26,753,2.0,892434283
27,47,2.5,888802038
27,97,3.0,888803537
27,151,2.5,888803002
27,257,3.5,888801360
27,487,1.5,892993983
27,514,2.5,888803002
27,539,3.5,888801407
27,557,2.5,892992297
27,727,2.0,883748488
27,936,2.5,883748352
28,52,2.5,875746986
28,69,3.0,875747439
28,181,4.0,875747242
28,234,2.5,875748068
28,281,3.0,875746917
28,405,3.0,875747010
28,444,2.5,875747439
28,523,4.0,875747514
28,1115,3.5,875747556
28,1207,2.5,875747896
29,102,4.5,876860807
29,113,4.5,876859413
29,135,4.0,876862243
29,149,4.5,876767299
29,157,4.0,876859413
29,242,4.5,876862243
29,320,4.0,876859778
29,515,3.0,876768990
29,862,3.5,876768949
29,877,4.0,876767822
30,44,3.5,877052093
30,69,4.0,877052438
30,140,4.0,877051656
30,307,3.0,877052784
30,332,3.0,877052400
30,503,4.0,877052297
30,649,4.0,877052550
30,856,3.5,877052937
30,874,4.0,877052400
30,994,4.0,877052501
31,17,3.5,882078084
31,156,3.0,882078809
31,190,4.5,882074262
31,194,3.0,882078621
31,292,3.5,882077330
31,374,3.5,882077222
31,404,4.0,882075148
31,407,3.0,882074708
31,524,2.5,882075338
31,914,3.0,882077784
32,33,5.0,879539727
32,57,5.0,879540748
32,67,5.0,879539615
32,78,4.5,879539643
32,79,5.0,879540748
32,126,5.0,879539614
32,240,5.0,879539727
32,885,5.0,879540649
32,937,5.0,879540707
32,1073,4.5,879540778
33,11,4.0,880731518
33,85,3.0,880475782
33,101,4.0,880473993
33,136,3.5,880474235
33,151,3.5,880474010
33,201,4.5,880473776
33,255,4.0,880474235
33,351,3.0,880732575
33,439,3.5,880474293
33,636,4.0,880474606
34,35,4.5,884238860
34,50,4.5,884238778
34,157,4.5,884238817
34,218,5.0,884238939
34,259,5.0,884238693
34,432,4.5,884238860
34,437,4.5,884238817
34,623,4.5,884238752
34,731,5.0,884238778
34,1116,4.0,884239687
35,137,3.5,886890342
35,149,4.0,886889876
35,182,3.0,874813703
35,268,3.5,886890855
35,372,4.0,874813703
35,601,4.0,886890692
35,708,3.5,886890787
35,752,4.0,886889616
35,771,3.0,886890406
35,1068,3.5,886890835
36,40,1.5,878962996
36,435,1.0,878963276
36,702,0.5,878963304
36,839,1.5,878961847
36,1060,2.0,878962866
36,1097,1.5,878962279
36,1179,1.0,878962279
36,1390,2.0,878962586
36,1535,1.5,878962773
36,1665,3.0,878962169
37,59,5.0,891295330
37,61,4.5,891295230
37,118,4.0,891295230
37,158,4.5,891295099
37,326,5.0,891294932
37,405,4.0,891294980
37,492,5.0,891294959
37,509,5.0,891295330
37,720,5.0,891294932
37,825,4.5,891295007
38,248,4.0,874791667
38,274,4.0,874787549
38,358,4.5,880913800
38,434,4.0,874792907
38,445,3.5,874792436
38,557,3.5,874791805
38,776,2.5,877934264
38,866,3.0,877935306
38,992,4.0,874796116
38,995,2.5,874977513
39,50,4.5,891351082
39,143,3.5,891354882
39,146,4.5,891352904
39,157,4.5,891352261
39,255,4.5,891351201
39,466,4.0,891353051
39,477,4.0,891353411
39,504,4.0,891351851
39,608,3.5,892133310
39,974,4.0,891353086
40,37,5.0,877886783
40,40,4.0,877888877
40,95,4.5,877886911
40,221,4.5,877891904
40,257,4.5,877893020
40,327,4.5,877886846
40,363,4.0,877892438
40,492,4.5,877886162
40,983,4.5,877892050
40,1170,4.0,877888877
41,41,3.5,885329322
41,214,3.5,885329468
41,256,3.0,885329238
41,326,4.0,885329593
41,340,3.0,885329593
41,344,3.5,885329821
41,396,3.5,885328991
41,485,3.0,885329395
41,569,3.5,885329238
41,716,3.0,885329821
42,26,2.5,884140891
42,298,4.0,884111269
42,391,3.5,884140488
42,404,2.5,884114275
42,507,3.5,884114471
42,516,3.0,884114099
42,742,2.5,884140927
42,1124,3.0,884140891
42,1145,2.0,884140787
42,1186,2.0,884111637
43,44,4.0,875333916
43,45,4.5,875334962
43,48,4.5,875336652
43,78,4.5,875334151
43,88,4.0,875334430
43,267,4.0,875334036
43,351,3.5,875334361
43,368,5.0,875335190
43,397,3.5,875335424
43,404,4.0,875334494
44,54,3.5,884921861
44,216,2.0,884923922
44,406,3.0,884921638
44,480,3.0,884921488
44,481,3.0,884922657
44,514,3.0,884922714
44,614,3.0,884921345
44,759,3.0,884923329
44,835,2.5,884923893
44,884,2.0,884923348
45,25,4.5,879740362
45,46,4.5,879741196
45,78,4.5,879740594
45,84,4.5,879741196
45,96,4.0,879740082
45,140,4.5,879741340
45,381,5.0,879741340
45,677,4.5,879740800
45,811,3.0,879741340
45,1457,4.0,879741196
46,202,4.0,879572256
46,208,4.5,879641209
46,322,5.0,879572229
46,355,4.0,879641194
46,383,4.0,879571752
46,503,5.0,879572402
46,507,4.5,879572167
46,735,4.5,879572630
46,862,4.0,879640261
46,894,3.0,879640549
47,32,4.5,885679596
47,66,3.5,886519075
47,243,4.0,885678840
47,248,4.0,885679952
47,377,3.0,885678436
47,404,4.0,885679261
47,435,3.0,885679411
47,512,3.5,885678348
47,873,3.0,885679504
47,892,3.5,886518562
48,98,3.5,882824253
48,114,4.0,882826983
48,187,4.0,882826514
48,227,3.5,882828021
48,310,4.0,882826577
48,572,4.5,882826395
48,648,4.0,882823978
48,694,4.0,882826556
48,736,4.0,882827870
48,1217,2.5,886678518
49,24,4.0,886272514
49,79,4.5,886271733
49,96,3.5,886272283
49,231,4.5,886271955
49,279,3.5,886272514
49,306,3.5,886272378
49,365,4.0,886272486
49,409,4.5,886271955
49,636,4.0,886271955
49,645,4.0,886272175
50,78,4.0,876533764
50,179,3.0,876534214
50,197,3.0,876534277
50,341,3.5,876533824
50,361,3.0,876533229
50,365,3.5,876533764
50,404,3.5,876533586
50,417,3.0,876533824
50,735,4.0,876534704
50,874,3.5,876534594
51,105,4.5,890618295
51,176,4.5,890618198
51,214,4.5,890618729
51,281,4.5,890618198
51,354,4.0,890618476
51,569,4.0,890618198
51,653,4.5,890618198
51,1059,4.0,890618729
51,1168,4.5,890618403
51,1378,4.0,890618729
52,79,5.0,885852008
52,90,4.5,885853335
52,95,4.5,885852529
52,113,4.5,885852008
52,159,4.0,885853415
52,190,4.5,885853030
52,257,4.5,885852008
52,308,4.0,885852569
52,558,4.0,885853415
52,1178,4.0,885852218
53,59,4.5,888204430
53,189,4.5,888203234
53,227,4.0,888204597
53,255,5.0,888204841
53,307,3.5,888203749
53,417,3.0,888203959
53,476,4.5,888205787
53,600,4.0,888205714
53,708,3.5,888203750
53,909,4.5,888205787
54,37,4.5,880037417
54,53,4.0,880037203
54,58,4.0,880036550
54,76,3.5,880037418
54,120,4.0,880036783
54,121,3.5,880035588
54,242,4.5,880037853
54,321,4.0,880036638
54,1068,3.5,880035958
54,1106,3.5,880036911
55,38,3.5,879877280
55,59,4.5,879876194
55,87,3.5,879876811
55,89,4.0,879876564
55,147,3.0,879876110
55,544,3.0,879875940
55,623,4.5,879875818
55,875,3.5,879876163
55,890,3.5,879876768
55,1039,5.0,879877951
56,87,3.5,881110670
56,192,4.5,881107375
56,228,3.5,881108346
56,311,3.5,881108280
56,435,3.5,881106270
56,476,4.0,881108760
56,557,4.0,881108484
56,648,4.0,881105677
56,817,4.0,881107687
56,1091,3.5,881107538
57,30,4.5,881105245
57,33,4.5,881105734
57,50,5.0,881103999
57,356,4.5,881103896
57,372,4.5,881105135
57,455,4.5,881105318
57,503,5.0,881104148
57,513,5.0,881103896
57,624,5.0,881105516
57,751,4.5,881105701
58,27,3.5,879669181
58,32,4.0,879669547
58,35,3.5,879669152
58,97,3.5,879669401
58,145,2.5,879667684
58,241,3.5,879669244
58,279,3.0,879668190
58,284,3.5,879669630
58,465,2.5,879668626
58,1105,2.5,879668783
59,25,3.5,882140487
59,32,4.0,881515011
59,76,3.0,882396869
59,169,2.5,882397039
59,504,3.0,882141393
59,610,2.5,888688733
59,667,2.5,884538403
59,759,3.0,882397651
59,843,3.0,884538366
59,1203,2.0,882774005
60,13,4.0,879023345
60,149,5.0,879023131
60,201,5.0,879024183
60,242,5.0,879024127
60,429,4.5,879023947
60,433,4.5,879023345
60,513,5.0,879023245
60,600,4.5,879024279
60,602,4.5,879024382
60,666,4.5,879022956
61,100,4.5,883326682
61,113,4.5,883326086
61,233,4.5,883327472
61,257,4.5,883326399
61,345,3.5,883326995
61,504,4.0,883328033
61,674,4.5,883326086
61,878,4.5,883327113
61,1017,4.0,883327711
61,1647,3.0,883326498
62,53,4.0,883697352
62,78,4.0,883697182
62,104,3.5,883697585
62,248,4.0,883698272
62,276,4.0,883698646
62,401,3.5,883698581
62,472,4.0,883698324
62,735,4.0,883698324
62,809,4.0,883698525
62,894,2.5,883698083
63,49,3.0,891548802
63,52,3.0,891548920
63,74,3.0,891549683
63,281,3.5,891548675
63,351,2.5,891550326
63,362,3.5,891550684
63,435,3.0,891549876
63,553,3.5,891549294
63,597,3.0,891549841
63,892,3.0,891549079
64,18,3.5,893264735
64,104,4.0,893264378
64,137,3.5,893264487
64,331,4.5,893265773
64,441,4.0,893265624
64,562,4.5,893265596
64,572,4.5,893265741
64,970,4.5,893264023
64,1135,3.5,893266137
64,1479,2.5,893266051
65,65,3.5,879988459
65,104,4.0,879987397
65,112,4.0,879989217
65,227,3.5,879988976
65,258,3.5,879988459
65,319,3.5,879988397
65,588,3.5,879988520
65,623,4.0,879988913
65,783,3.5,879989217
65,1285,3.5,879988723
66,15,2.5,875656624
66,16,3.0,875660304
66,32,4.0,875652934
66,162,4.5,875653271
66,227,3.0,875654533
66,493,3.5,875653077
66,608,2.5,875907727
66,677,3.0,886443471
66,797,3.0,875656624
66,1198,2.5,875906882
67,49,3.5,887249841
67,73,3.0,887249482
67,140,3.5,887249576
67,290,3.0,887249482
67,421,3.0,887250084
67,512,3.5,887249576
67,653,3.5,887249685
67,852,3.0,887249889
67,951,3.5,887249685
67,961,3.5,887250026
68,8,3.0,886473078
68,71,3.0,886472713
68,100,4.0,886471982
68,158,3.5,887347560
68,195,2.5,886475586
68,310,3.0,886472737
68,358,4.0,886471151
68,584,3.0,886473736
68,818,2.5,886474712
68,1254,2.5,886472139
69,32,4.0,888905898
69,48,3.5,888906489
69,81,3.0,888907981
69,121,3.0,888904884
69,122,3.0,888907499
69,212,3.0,888906168
69,272,3.0,888906726
69,285,3.5,888905923
69,457,3.0,888907081
69,658,3.5,888906598
70,13,4.5,884364866
70,77,4.0,884364867
70,140,4.5,884363990
70,158,5.0,884364017
70,176,4.0,884364108
70,290,4.0,884364525
70,358,5.0,884364866
70,423,2.0,884363990
70,459,4.0,884364950
70,475,5.0,884364866
71,21,3.0,881059920
71,84,3.0,877563820
71,94,3.5,878181457
71,183,3.5,878181869
71,329,2.5,881060155
71,453,3.0,877563694
71,528,2.5,878184113
71,558,3.5,878184392
71,721,3.5,878183218
71,1020,2.5,878184833
72,58,4.0,878972842
72,83,4.0,878971939
72,96,3.5,878970155
72,110,4.0,878972119
72,198,3.5,878972040
72,216,3.0,878972903
72,242,4.5,878971542
72,250,4.0,878972650
72,254,3.5,878973088
72,367,4.0,878973650
73,9,3.5,891905003
73,15,2.5,891904805
73,289,3.5,891904551
73,324,3.0,891904764
73,522,2.5,891905324
73,603,3.0,891906327
73,650,4.0,891905032
73,750,3.0,891905324
73,840,3.0,891902157
73,1355,3.5,891904335
74,86,2.5,879361873
74,96,3.5,879361521
74,157,4.5,879362286
74,183,4.0,879362286
74,190,4.5,879362123
74,217,4.0,879362183
74,357,4.0,879362183
74,471,4.0,879362356
74,505,3.5,879362423
74,891,3.0,879361873
75,97,4.0,877636746
75,154,4.0,877635690
75,157,4.5,877636713
75,230,4.5,877636772
75,243,4.0,877635662
75,358,4.5,877635662
75,493,4.0,877636794
75,511,2.5,877636300
75,707,2.5,877636476
75,795,3.5,877636860
76,39,3.5,875298696
76,109,3.5,875307210
76,124,3.0,875314386
76,289,3.5,875296461
76,291,3.0,875307210
76,399,3.0,890780576
76,502,4.0,884986081
76,1050,3.0,875313032
76,1387,2.5,875313406
76,1472,2.5,875298419
77,86,2.5,882181335
77,298,4.5,882182917
77,333,2.5,888398400
77,517,2.5,879161931
77,575,4.0,882181695
77,619,3.5,882181859
77,732,2.0,882181335
77,769,2.0,888398516
77,855,2.5,875271660
77,1224,3.0,875272349
78,32,4.5,881961531
78,58,4.0,881956564
78,145,3.0,882826593
78,151,4.0,881960945
78,155,4.0,881961671
78,275,3.0,882826550
78,475,4.0,881961393
78,648,4.0,881957425
78,1041,3.5,881961728
78,1098,4.0,881961003
79,30,4.0,879857797
79,44,3.5,879857575
79,80,3.5,879858003
79,183,4.0,879857797
79,387,3.5,879857931
79,401,3.0,879857612
79,402,3.5,879857868
79,459,3.0,879857843
79,505,3.5,879857843
79,940,3.5,879857765
80,24,3.5,883717967
80,31,4.0,883717521
80,84,3.0,883717986
80,88,3.5,883718121
80,205,3.5,883717581
80,306,3.0,883717684
80,365,3.5,883717628
80,446,3.5,883718031
80,720,4.5,883709840
80,1173,2.5,883717913
81,17,4.0,891385215
81,68,4.5,891383241
81,102,4.5,891383866
81,186,5.0,891384611
81,221,4.5,891384147
81,507,4.5,891384611
81,694,4.5,891383687
81,822,4.0,891383561
81,871,4.0,891384754
81,1234,4.0,891383687
82,156,3.5,880245238
82,232,4.5,880244446
82,240,5.0,881432544
82,261,4.5,880233651
82,267,4.0,881432392
82,290,4.0,881432501
82,676,3.0,880233153
82,721,4.0,881428365
82,798,4.0,883981700
82,1019,3.5,880233233
83,13,4.0,878089547
83,84,3.5,878091915
83,180,4.0,878090253
83,222,4.5,878090066
83,227,4.0,878090330
83,233,4.0,878090199
83,332,3.0,883262927
83,356,4.5,878089436
83,365,3.5,878089786
83,817,4.0,878092002
84,32,4.0,885848559
84,87,3.5,885847876
84,125,3.0,885848153
84,327,4.0,885848475
84,390,4.0,885848770
84,436,3.5,885849706
84,544,3.0,885849648
84,548,4.0,885848802
84,636,4.0,885848672
84,682,3.0,885847280
85,78,4.0,875320462
85,104,3.5,875320661
85,121,4.0,875320302
85,205,4.0,875320424
85,210,4.0,875320689
85,268,3.0,875320633
85,328,3.5,875320462
85,414,3.0,875320633
85,428,4.0,875320661
85,810,3.5,875320601
86,48,3.5,884209536
86,74,3.5,884205385
86,78,3.5,884206191
86,83,3.0,884209353
86,149,3.5,884205252
86,190,4.0,884204919
86,334,3.5,884207525
86,400,3.5,884207525
86,475,3.0,884209073
86,853,3.0,884209221
87,13,4.0,884287759
87,87,3.5,884287885
87,104,3.5,884288058
87,178,3.5,884287560
87,299,3.5,884287668
87,332,2.5,884287073
87,365,3.5,884287362
87,653,4.0,884287011
87,657,3.0,884288222
87,905,2.5,884288270
88,80,3.0,886988202
88,86,2.0,886987540
88,118,2.5,886987540
88,144,3.5,886988909
88,364,3.0,886989473
88,720,4.0,886987183
88,744,2.5,886988250
88,759,3.0,886988536
88,848,2.0,886989501
88,1113,2.5,886988967
89,32,4.5,884304747
89,90,4.5,884305220
89,113,4.0,884305123
89,184,4.0,884304936
89,307,3.0,892242419
89,429,4.0,884305123
89,433,4.0,884304503
89,874,4.5,884304483
89,1124,4.0,884304609
89,1358,4.0,884305150
90,37,5.0,879376773
90,102,4.5,879376773
90,175,5.0,879376381
90,186,5.0,879376671
90,240,4.5,879376671
90,276,5.0,879376606
90,278,5.0,879376381
90,360,4.5,879376553
90,688,4.5,879376487
90,751,4.5,879376487
91,48,4.0,891721168
91,436,3.5,891723156
91,499,4.0,891721077
91,503,4.5,885872684
91,519,3.5,891721414
91,645,3.5,891724100
91,721,4.0,891722511
91,750,3.0,891723558
91,784,3.5,891722646
91,1017,4.0,891721528
92,7,4.0,879968663
92,53,4.0,879966954
92,54,4.0,879967550
92,57,4.0,879967300
92,100,4.5,879967225
92,125,3.5,879968827
92,434,4.0,879967136
92,480,3.5,879967225
92,696,3.5,879967550
92,829,4.0,879967879
93,11,4.0,878346689
93,33,4.0,878348521
93,67,4.5,878348547
93,77,3.0,883613334
93,102,5.0,878347662
93,107,3.0,878346789
93,160,3.5,878347742
93,183,4.0,883613334
93,330,4.0,878347598
93,362,4.0,878347569
94,35,4.5,886123358
94,138,4.5,886122577
94,206,3.5,886123656
94,330,5.0,886122031
94,475,4.0,886122644
94,514,4.5,886122352
94,601,4.0,886122952
94,602,4.0,886122194
94,761,4.5,886123656
94,1048,4.5,886122099
95,35,4.0,890687242
95,167,4.0,890687571
95,217,4.5,890687472
95,241,4.5,890687175
95,262,3.5,890686872
95,290,4.0,890685449
95,321,4.0,890687665
95,330,4.0,890687472
95,419,4.0,890687642
95,726,4.0,890687353
96,6,4.0,878769597
96,53,3.5,876311241
96,69,3.0,876311365
96,183,3.0,878769629
96,227,3.0,878769848
96,253,2.5,884713755
96,310,3.0,878770169
96,705,2.0,876311646
96,782,3.0,878768765
96,1198,2.0,884714618
97,115,3.5,879795030
97,120,3.5,879791710
97,135,3.0,879792604
97,155,3.5,879792027
97,209,3.0,879794887
97,330,3.5,879792713
97,428,3.5,879790906
97,481,3.5,879792262
97,687,3.0,879961819
97,961,3.5,879961283
98,58,4.5,886514276
98,213,3.0,886515532
98,292,3.5,886513706
98,407,3.5,886433771
98,515,2.5,886433919
98,541,4.0,886514108
98,553,3.5,886514069
98,679,3.0,886515104
98,685,3.0,886515295
98,835,3.5,886515130
99,65,3.5,883954901
99,97,4.0,883955547
99,137,3.5,883956122
99,173,3.5,883955650
99,202,4.0,883955363
99,221,4.0,875981483
99,258,4.0,875981390
99,330,4.0,883955160
99,538,4.0,883954997
99,1050,3.5,883955247
100,7,4.5,883453617
100,27,4.5,883453642
100,84,3.5,883453108
100,137,4.0,883452363
100,142,4.0,883452086
100,299,4.0,883452363
100,361,3.0,883449419
100,401,4.0,883449965
100,404,4.5,883452307
100,755,4.5,883453617
101,55,2.5,891449962
101,64,3.5,891446132
101,113,3.0,891449099
101,190,4.0,891446165
101,202,3.0,891450719
101,588,3.0,891448323
101,695,3.5,891448823
101,773,2.0,891447409
101,972,2.5,891451754
101,1248,2.5,891448141
102,114,4.5,874725081
102,154,4.0,874724754
102,182,3.5,883372151
102,204,4.0,883371001
102,241,4.5,874725485
102,298,5.0,874809192
102,366,4.0,883372151
102,428,4.5,883371861
102,572,4.5,877925033
102,720,4.5,883370924
103,94,3.5,879454500
103,109,4.0,879453684
103,112,4.0,882995577
103,201,4.5,879453684
103,263,3.5,879454859
103,316,3.5,886282927
103,348,3.5,879454981
103,407,3.0,879452866
103,450,4.0,879454350
103,1007,3.5,880838201
104,142,4.5,878870987
104,192,4.5,878955534
104,274,4.5,878955707
104,358,5.0,878870456
104,400,4.5,878955680
104,407,3.5,878955164
104,432,4.5,878956300
104,529,4.0,878955973
104,670,4.0,878955442
104,671,4.0,878955680
105,11,3.5,891390014
105,50,4.5,891388035
105,59,4.0,891388391
105,119,4.0,891388090
105,134,3.5,891390014
105,137,3.5,891390579
105,201,4.5,891390013
105,274,4.0,891388286
105,408,3.5,891390544
105,461,4.0,891388145
106,5,3.0,888065527
106,14,2.0,888069222
106,82,3.0,888069437
106,147,2.0,888069579
106,248,3.0,888068686
106,286,3.0,888068912
106,288,2.5,888069040
106,300,3.0,888066486
106,416,1.5,888068336
106,978,2.5,888066133
107,44,2.5,879371061
107,52,2.5,879371261
107,176,2.5,879371261
107,224,2.0,879370860
107,252,2.5,879370963
107,332,2.0,879371261
107,381,3.0,879371121
107,498,2.5,879370963
107,569,2.5,879370963
107,900,1.5,879371261
108,158,3.5,876973692
108,190,3.5,876973969
108,210,3.0,876974096
108,341,3.0,876974023
108,356,3.0,876973917
108,358,4.0,876973969
108,526,2.5,876974298
108,696,3.0,876973884
108,1077,2.5,876974048
108,1160,1.5,876974484
109,37,4.0,875538027
109,109,3.5,875537964
109,111,3.5,875538028
109,129,3.0,875536721
109,146,3.5,875537965
109,175,4.0,875538028
109,186,4.0,875538027
109,187,4.0,875538027
109,301,4.0,875537964
109,661,4.0,875538027
110,45,3.5,885412839
110,48,3.5,885412840
110,96,3.0,885412034
110,158,3.5,885411840
110,180,3.5,885412723
110,222,3.5,885412840
110,332,2.0,885412251
110,348,3.5,885412840
110,390,3.5,885412723
110,951,3.5,885411465
111,7,3.5,875310603
111,11,3.0,875742866
111,34,3.0,875743760
111,77,2.5,875310784
111,195,2.0,875744895
111,459,2.5,875744357
111,511,2.0,875743310
111,699,2.5,875744388
111,856,2.5,875743090
111,887,2.0,875744501
112,23,3.5,875636141
112,50,3.5,875635349
112,97,3.5,875636675
112,162,4.0,875636130
112,237,3.5,878844495
112,306,3.0,875635265
112,435,2.5,878844651
112,519,3.0,875721019
112,679,2.5,875636265
112,1101,1.5,875636588
113,50,4.5,887401453
113,58,4.5,887401643
113,89,4.0,887401307
113,139,4.0,887401701
113,244,4.0,883605055
113,334,4.0,887401430
113,358,4.5,887401533
113,492,4.0,883605009
113,568,4.0,887401407
113,701,3.0,883605238
114,69,4.0,883601456
114,107,2.5,883601939
114,152,3.5,883602044
114,243,3.5,883601387
114,358,4.5,883601236
114,383,3.5,883602158
114,393,3.5,883601664
114,407,3.0,883601812
114,615,3.5,883602094
114,746,3.0,883602044
115,134,4.5,880130431
115,170,4.0,880130803
115,204,4.0,880130333
115,255,4.5,880130193
115,263,4.0,880129990
115,378,4.0,880131474
115,391,4.0,880130613
115,493,4.5,880129877
115,698,4.5,880129595
115,1023,4.0,880130739
116,26,2.5,891371676
116,31,3.5,891351590
116,52,2.5,891349122
116,99,3.0,891348011
116,262,3.0,891347477
116,306,2.5,891350826
116,358,4.0,891386368
116,484,3.0,891377609
116,1077,3.0,891352941
116,1078,2.0,891379664
117,23,4.5,875216717
